ticket_id,short_description,create_time,updated_time,creator_id,description
SCTASK0925105,Intune-Android-提示设置PIN码,"2025-04-10 13:17:12.000000","2025-04-10 13:17:50.000000",kmnk836,"PRID:KFGH587
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:
Problem Description:
1.同事表示提示设置PIN码
2.
3."
INC2047742,NCEP-CRM-实名认证-无法实名认证,"2025-04-10 13:16:51.000000","2025-04-10 13:18:54.000000",kpgl336,"PRID:KNRQ373
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 15219119222

Problem Description:
用户表示客户之前医学荟解绑了，但是现在扫码后显示已注册已认证，实际显示未认证
#ID：01ES0K58J4BTBAEUJJAKF75AES000SA7
"
SCTASK0925103,"Ncep Event-AI Coach-分数问题","2025-04-10 13:16:47.000000","2025-04-10 13:17:41.000000",kqqs793,"PRID：KSFQ459
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 19118986078
Problem Description:
1，用户表示没有出分数，用户询问什么原因
2，EB150407372129，CN-140643，实际开始播放时间：11：04开始，结束时间：11：24
3，派单至相关团队
#ID：01ES0K58J4BTBAEUJJAKF75AES000SAC"
SCTASK0925102,"Ncep Event-Payment-劳务支付单无法审批-会议相关","2025-04-10 13:16:46.000000","2025-04-10 14:55:25.000000",kvsv536,"PRID:KJFZ130
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 18973504227

Problem Description:
1. cc250313332613， 劳务费无法审批
2. 劳务支付单无法审批 ， 老板反馈无法看到审批按钮
3.转单相关团队处理"
INC2047735,【Outlook】外部アドレスにメールを送信できない,"2025-04-10 13:15:46.000000","2025-04-10 13:18:13.000000",kqbp283,"■◇問合せ内容◇■
外部アドレスにメールを送信できない

■◇対応内容◇■　
リモートにて確認。
送信メール画面で、外部メールの宛先が2件入っていましたが、Outlookに認識されていないようでした。1つずつ入力し「宛先」ボタンをクリックすることにより回避しました。

#ID:01ES0K58J4BTBAEUJJAKF75AES000RMV
"
SCTASK0925099,"Active Directory Password Reset (Service Desk to reset)","2025-04-10 13:14:43.000000","2025-04-10 13:16:26.000000",kvbb326,"Active Directory Password Reset (Service Desk to reset)"
SCTASK0925095,NCEP-CRM-Call-拜访里面没有客户,"2025-04-10 13:14:00.000000","2025-04-10 13:39:44.000000",kdxd911,"PRID：KCKV782
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 13916484821
Problem Description:
1  用户4.1新挂的Link,目前在我的拜访当中只有医院，里面客户是空的。已给用户解答下游系统同步时间，用户需要后台协助核实是否目前系统客户是正常状态
2.医院名称：上海市静安区共和新路接到卫生服务中心
3派单至相关团队
 ID 01ES0K58J4BTBAEUJJAKF75AES000SA0"
INC2047726,"Mobile Portal-产品资料库-产品资料库找不到了","2025-04-10 13:13:47.000000","2025-04-10 13:15:25.000000",kjxq557,"PRID:KZZJ748
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:
 
Problem Description:
1.客户来电反馈掌上AZ产品资料客户找不到了
2. 
3. 
Troubleshooting Steps:
1.告知客户目前掌上AZ已经下线了，幻灯片目前来源于内容中心
2.
3. 用户认可，同意关单
#ID:01ES0K58J4BTBAEUJJAKF75AES000SAA"
SCTASK0925089,"Ncep Speaker-Rework-讲者退回原因","2025-04-10 13:12:18.000000","2025-04-10 13:12:54.000000",kkhh543,"PRID：KLTW212
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86
Problem Description:用户咨询讲者被退回原因
Troubleshooting Steps:
1.查询后告知用户需要上传相关证明
2.
3.用户确认同意关单"
INC2047720,【PasswordStation】パスワード変更について,"2025-04-10 13:12:00.000000","2025-04-10 13:22:09.000000",kfvt683,"Mail Received Time:2025-04-10 8:38 AM
Mail Replied Time:2025-04-10 8:58 AM

【詳細】
PW変更ができません。対応方法を教えていただけますでしょうか。
どうぞよろしくお願いいたします。

【対応】
ADツール上でJPX2017を検索して、kxmk258のアカウントしか表示されません。
kxmk258のパスワードの有効期間はまだ切れていない。
PCにログインする際のパスワードを入力しても正しくないと表示される
REQ1019576にてパスワードリセットを対応済み。
結果待ち"
INC2047717,"CTX - PASX -other-PASX User kjgw338 profile reset ","2025-04-10 13:11:21.000000","2025-04-10 13:52:52.000000",ktgq755,"Mail Received Time:2025-04-10 13:01
Mail Replied Time:2025-04-10 13:03

PRID: as caller
Primary Contact: as caller

What user described in the email/ phone/ chat, Kindly check Summary and Justification

Please help raise an incident and assign to citrix team. Which about user kjgw338 pasx issue now. 

@+ETS-Citrix 

Could you please help to reset user kjgw338 from wuxi pasx citrix servers ?
"
SCTASK0925085,"Ncep Event-Site&Materials-如何更改用餐地点","2025-04-10 13:11:04.000000","2025-04-10 13:12:04.000000",kmnk836,"PRID:KLTG970
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:
Problem Description:
1.同事咨询如何更改用餐地点
2.
3."
INC2047712,IPAD-Password-密码忘记,"2025-04-10 13:10:58.000000","2025-04-10 13:12:33.000000",kxvx387,"PRID：KLXB157
 User Current Location/用户当前位置:
 User Contact Phone NO./用户联系电话: +86       
Problem Description:密码忘记
 Troubleshooting Steps:
 1.告诉用户等14分钟后在拨打电话
 2.
 3.用户同意关单
  #ID：01ES0K58J4BTBAEUJJAKF75AES000SA9"
SCTASK0925084,"Ncep Speaker-Create New-讲者问题","2025-04-10 13:10:39.000000","2025-04-10 13:11:09.000000",kkhd377,"PRID: KHQL939
User Current Location/用户当前位置: 
User Contact Phone NO./用户联系电话: 
Problem Description: 
1.注册的时候 是主任医师 但是新增以后 是住院医师
2.
3.
#ID：01ES0K58J4BTBAEUJJAKF75AES000S9U"
INC2047704,"iSpotcheck-how to use-使用问题","2025-04-10 13:10:01.000000","2025-04-10 13:10:59.000000",kqqs793,"PRID：KRZB574
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 15129795059
Problem Description:用户表示遇到iSpotcheck
Troubleshooting Steps:
1，给用户发送iSpotcheck联络方式
2，
3，用户同意关单
#ID：01ES0K58J4BTBAEUJJAKF75AES000SA3"
SCTASK0925080,"Ncep Event-AI Coach-AI自讲会没有出分","2025-04-10 13:09:37.000000","2025-04-10 13:09:37.000000",kjxq557,"PRID:KXPN150
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:15061323191
 
Problem Description:
1.AI自讲没有出分数，客户咨询原因，请协助
2.EC250318342297  CN-156601  4.2号 
 EC250408378750  CN-152524  4.9号
3.转单到相关团队
#ID:01ES0K58J4BTBAEUJJAKF75AES000S9S"
SCTASK0925075,"China Device Service - Asset management - iPad - Asset transfer","2025-04-10 13:08:40.000000","2025-04-10 13:19:58.000000",kqqs793,"China Device Service - Asset management -iPad -Asset transfer"
INC2047697,"ZPA-Failed to connection-链接网络失败","2025-04-10 13:07:57.000000","2025-04-10 13:09:08.000000",kvbb326,"PRID:KHWZ601

User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:17765267252

Problem Description:
1.链接热点，系统提示有验证报错。
2.
3.

PRID:
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:
Troubleshooting Steps:
1.建议等待VPN更新数据即可。
2.
3.用户认可，同意关单
#ID:01ES0K58J4BTBAEUJJAKF75AES000S9I
"
INC2047691,"Mobile Portal-Logon-无法登录","2025-04-10 13:07:27.000000","2025-04-10 13:09:37.000000",kkhh543,"PRID：KTWT784
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86
Problem Description:用户反馈掌上AZ无法登录
Troubleshooting Steps:
1.告知用户新入职需要3个工作日以上可以登录
2.
3.用户确认同意关单

#ID：01ES0K58J4BTBAEUJJAKF75AES000S74"
INC2047688,"Ncep Event-Cancel-会议取消时间未释放","2025-04-10 13:07:10.000000","2025-04-10 13:24:38.000000",kdxd911,"PRID：
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 
Problem Description:
Troubleshooting Steps:
1.   已告知用户 会议取消如果时间没有取消，那讲者这段时间就不能被使用
2. 用户表示暂时不用派单
3.用户确认同意关单
#ID  01ES0K58J4BTBAEUJJAKF75AES000S7V
"
SCTASK0925071,"Ncep Speaker-Create New-主任技师能否申请讲者","2025-04-10 13:06:27.000000","2025-04-10 13:07:05.000000",kpgl336,"PRID：KQML737
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 15869151048
Problem Description:
咨询主任技师能否申请讲者，三方给退了，表示技师不能申请，但用户表示高级技师可以申请"
INC2047678,【ZPA】iPadほうにZscalerがエクスパイアの表示が出てきた,"2025-04-10 13:05:32.000000","2025-04-10 13:15:34.000000",kxhr785,"#ID：01ES0K58J4BTBAEUJJAKF75AES000S9A

【詳細】
iPadほうにZscalerがエクスパイアの表示が出てきた

【対応】
ZPAのサインインし直す
＞
iPadロックをかけてロック解除して再確認
様子を見ていただく"
SCTASK0925068,NewGen-开通权限,"2025-04-10 13:04:52.000000","2025-04-10 13:20:35.000000",kqqs793,"PRID：KRCH175
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 13057282825
Problem Description:
1，用户来电表示下需要开通NewGen权限
2，
3，派单至相关团队
#ID：01ES0K58J4BTBAEUJJAKF75AES000S9N"
SCTASK0925066,"Ncep Speaker-Create New-主任技师能否申请讲者","2025-04-10 13:04:35.000000","2025-04-10 13:05:11.000000",kpgl336,"PRID：KSRS456
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 18157974807
Problem Description:
咨询主任技师能否申请讲者，三方给退了，表示技师不能申请，但用户表示高级技师可以申请"
INC2047672,Intune-Android-登陆不上,"2025-04-10 13:03:51.000000","2025-04-10 13:07:45.000000",kxvx387,"PRID：kfgh587
 User Current Location/用户当前位置:
 User Contact Phone NO./用户联系电话: +86       
Problem Description:登陆不上
 Troubleshooting Steps:
 1.建议用户使用k账号登陆
 2.
 3.用户同意关单
  #ID：01ES0K58J4BTBAEUJJAKF75AES000S9M"
INC2047659,"MTR-Data-meeting room duplicate reservation","2025-04-10 13:01:31.000000","2025-04-10 13:56:20.000000",ksfq091,"Mail Received Time:2025-2025-04-10 09:58
Mail Replied Time:2025-2025-04-10  13:06
PRID: as caller
Primary Contact: as caller



The user made a reservation at Blue6 today from 9:00-10:45.
The user also checked with the person who booked the meeting, so they didn't receive any message about the meeting room collision.
But it says on the screen in front of the meeting room that user  have a double reservation with another meeting from 10.
Please check the details in the attached email
Thank you"
INC2047656,"Ncep Event-AI Coach-内容清零","2025-04-10 13:00:55.000000","2025-04-10 13:04:28.000000",kkhh543,"PRID: KKFN268
User Current Location/用户当前位置: 
User Contact Phone NO./用户联系电话:+86 15085020994
Problem Description:
1. 用户反馈AI Coach-内容清零， 之前派过单子：INC1987199，用户卸载重新安装也不好用 麻烦帮忙处理
2. 用户比较着急 麻烦帮忙尽快处理
3.转单
#ID：01ES0K58J4BTBAEUJJAKF75AES000S9D"
SCTASK0925049,"NCEP Event-Data mismatch-参会人无效参会原因查询","2025-04-10 13:00:13.000000","2025-04-10 13:16:07.000000",kkwk546,"PRID:KBFQ551
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 15631202013
 
Problem Description:
1.ER250314335669  参会人无效参会原因查询
2.HEQH001H50014C 
3.转单相关团队处理
#ID：01ES0K58J4BTBAEUJJAKF75AES000S9F"
INC2047651,"Ncep Event-SOW-讲者协议无法签署","2025-04-10 12:59:52.000000","2025-04-10 13:02:37.000000",kpgl336,"PRID:KHVG578
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 17876572736

Problem Description:
用户表示讲者协议无法签署，点击讲者签署没有反应
#ID：01ES0K58J4BTBAEUJJAKF75AES000RNP
"
SCTASK0925045,NCEP-CRM-Call-老板拉取的数据显示重点客户拜访不达标,"2025-04-10 12:57:51.000000","2025-04-10 12:58:58.000000",kpgl336,"PRID：KBWJ630
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 15043245136
Problem Description:
用户表示老板拉取的数据显示重点客户拜访不达标，实际自己应该是达标"
INC2047641,"Ncep Event-Business Rule-无法点击开始会议了","2025-04-10 12:57:14.000000","2025-04-10 13:16:22.000000",kpzc084,"PRID:KDSK249
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86   15826394306
Problem Description:
1. 我现在正在开会，无法点击开始会议了，因为NCEP小助手都是空白的（截图上传附件了），刷新无数次都是这样，刷新无效，更换设备后连腾讯会议都无法进入了，SSO登录就提示加载失败，更换设备也不行，这个会议现在开始不了，请后台出事系统故障的证明，并修复此问题
2. 截图上传附件了
EC250409382993
3派单至相关团队
#ID：01ES0K58J4BTBAEUJJAKF75AES000S9C
"
SCTASK0925043,e学荟服务号-解绑-非目标客户解绑,"2025-04-10 12:55:01.000000","2025-04-10 12:56:02.000000",kpgl336,"PRID：KGDZ136
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 13902708283
Problem Description:
咨询非目标客户解绑"
SCTASK0925042,"Ncep Speaker-Update-讲者解冻咨询","2025-04-10 12:54:25.000000","2025-04-10 12:56:06.000000",kkhh543,"PRID：KRPH533
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86
Problem Description:用户咨询如何解冻讲者
Troubleshooting Steps:
1.告知用户在讲者库搜索到讲者后 点击解冻 然后输入原因即可
2.
3.用户确认同意关单"
SCTASK0925039,"Ncep Speaker-Renew-如何续签讲者","2025-04-10 12:52:43.000000","2025-04-10 12:53:36.000000",kpgl336,"PRID：KGSR855
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 18531559890
Problem Description:
用户咨询如何续签讲者"
SCTASK0925034,"ServiceNow-Access Permissions-查看service now审批进度","2025-04-10 12:51:06.000000","2025-04-10 12:51:40.000000",kkwk546,"PRID：KSBL153
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 
Problem Description:用户咨询service now申请审批进度
Troubleshooting Steps:
1.pending状态等待审批
2.
3.用户确认同意关单
#ID：01ES0K58J4BTBAEUJJAKF75AES000S93"
SCTASK0925033,NewGen-无法提交,"2025-04-10 12:50:58.000000","2025-04-10 13:28:37.000000",kcnh348,"PRID：KWSH873
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+8615810485566 
Problem Description:
1.无法提交，提交按钮看不到，调整电脑比例和网站比例都体现不出 
2. 
3.转单相关团队处理
#ID：01ES0K58J4BTBAEUJJAKF75AES000S97"
SCTASK0925030,"Ncep Event-AI Coach-AI自讲分数没有","2025-04-10 12:50:02.000000","2025-04-10 12:50:02.000000",kqmk961,"PRID: KFPV091

User Current Location/用户当前位置: 
User Contact Phone NO./用户联系电话:+86 18404658882
Problem Description:
1. 用户咨询AI自讲分数没有，咨询原因
会议号：EC250405367049
材料号：CN-136824
查看材料有效
2. 辛苦同事查看一下
3.转单"
INC2047621,"Ncep Event-Audience&EM-问卷二维码无法展示-会议相关","2025-04-10 12:49:52.000000","2025-04-10 14:59:42.000000",kjmw056,"PRID:kkdg492
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+8613736073616
 
Problem Description:
1.问卷二维码无法展示       
2.会议编号：EO250405367152，泰瑞沙自讲会，选项A       
3.
#ID："
INC2047611,"Ncep Speaker-Renew-讲者续签已经审批但依然显示过期","2025-04-10 12:49:00.000000","2025-04-10 12:51:10.000000",kpgl336,"PRID:KTXB581
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 18363694519

Problem Description:
用户表示讲者续签已经审批但依然显示过期
#ID：01ES0K58J4BTBAEUJJAKF75AES000S2E
"
INC2047607,IPAD-Hardware-电池续航短,"2025-04-10 12:48:13.000000","2025-04-10 13:33:28.000000",kkhh543,"PRID:KKPT267
User Current Location/用户当前位置:河南洛阳
User Contact Phone NO./用户联系电话:+86 17737735606
 
Problem Description:
1.用户反馈iPad充电很慢 充完后续航非常短 严重影响用户工作开会使用 用户想要更换iPad 但是用户不在更换名单 麻烦帮忙处理
2.资产号：4026778 
3.转单相关团队处理

#ID：01ES0K58J4BTBAEUJJAKF75AES000S90

onsite更新，经检测用户Ipad存在以下问题：

1）平板充电充不进去，电池充电故障；
2）屏幕会突然黑屏；
型号Apple iPad (9th generation)
序列号4026778

 请同事帮忙加急处理，目前用户工作急用，谢谢
"
SCTASK0925023,"(低)-  NCEP-CRM-Customer Information-需要查询客户编码解绑非目标客户-我的客户0","2025-04-10 12:46:59.000000","2025-04-10 14:37:11.000000",kpzc084,"PRID：KBXV021
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86    18288930034
Problem Description:
1 需要查询客户编码，用来解绑非目标客户
2. 周海江，澜沧拉祜族自治县第二人民医院    科室：药剂科
3派单至相关团队
#ID：01ES0K58J4BTBAEUJJAKF75AES000S8O"
SCTASK0925021,[CN]Concur-Other-购买一等座要求咨询,"2025-04-10 12:46:44.000000","2025-04-10 12:47:15.000000",kcnh348,"PRID：KRRM977
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 
Problem Description:咨询乘坐多长时间火车可以购买一等座
Troubleshooting Steps:
1.告知concur系统不限制，建议咨询审计确认
2.
3.用户确认同意关单
#ID：01ES0K58J4BTBAEUJJAKF75AES000S92"
SCTASK0925018,"Distribution List-转移owner","2025-04-10 12:45:23.000000","2025-04-10 12:46:25.000000",kpgl336,"PRID：KXCK847
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 17601318310
Problem Description:
用户咨询如何转移邮件组owner，用户就是owner"
SCTASK0925016,IPAD-Setting-是否可以定位,"2025-04-10 12:44:54.000000","2025-04-10 12:45:27.000000",kqmk961,"PRID: KLDS365

User Current Location/用户当前位置: 
User Contact Phone NO./用户联系电话:+86 
Problem Description:
1. 用户咨询ipad是否可以定位
2. 
3."
SCTASK0925014,NCEP-CRM-Coach-辅导关联错代表能否撤回,"2025-04-10 12:44:40.000000","2025-04-10 12:47:49.000000",kcnh348,"PRID：KVVJ341
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 
Problem Description:DSM辅导关联错代表，代表已经点击确认如何处理
Troubleshooting Steps:
1.告知大概率无法撤回，可以尝试派单咨询一下，用户不需要
2.
3.用户确认同意关单
#ID：01ES0K58J4BTBAEUJJAKF75AES000S8T"
SCTASK0925012,"Ncep Event-AI Coach-AI自讲课件","2025-04-10 12:43:56.000000","2025-04-10 13:30:06.000000",kcpj788,"PRID:KMNK944
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:
Problem Description:
查看AI自讲课件
Troubleshooting Steps:
1.AI Coach-卓越执行-AI自讲会-材料中心
2.
3.用户认可，同意关单
#ID：01ES0K58J4BTBAEUJJAKF75AES000S8R"
SCTASK0925010,"AvatarZ-Data Query-查询推送及完成情况","2025-04-10 12:42:35.000000","2025-04-10 14:20:35.000000",kkhh543,"PRID:kqhw417
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 13622831451
  
Problem Description:
1.用户需要帮忙查询新员工培训是否已推送及完成情况 麻烦帮忙处理
2.课程名称以及新员工信息在附件的邮件中
3.转单相关团队处理"
SCTASK0925009,"Ncep Speaker-Special Process-讲者被冻结怎么办","2025-04-10 12:42:07.000000","2025-04-10 12:43:27.000000",kpgl336,"PRID：krph533
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 18027800141
Problem Description:
咨询讲者被冻结怎么办"
INC2047586,"iSpotcheck-system issue-用餐报告无法生成","2025-04-10 12:40:21.000000","2025-04-10 12:41:01.000000",kcnh348,"PRID：KRMM680
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 
Problem Description:用户反馈ispotcheck用餐报告无法生成
#ID：01ES0K58J4BTBAEUJJAKF75AES000S8P"
INC2047582,eApproval-Logon-无法登陆,"2025-04-10 12:40:03.000000","2025-04-10 14:54:10.000000",kkwk546,"PRID:KCQT160
User Current Location/用户当前位置: 
User Contact Phone NO./用户联系电话:+86 13814452952
 
Problem Description:
1.无法登陆电子审批，提示需要输入用户名密码，输入完成后再次跳转此页面，zscaler已连接，ican可以正常登录，已更换浏览器，清理缓存 
2. 
3.转单相关团队处理
#ID：01ES0K58J4BTBAEUJJAKF75AES000S8F"
SCTASK0925004,"Ncep Event-4D-多维查询","2025-04-10 12:38:50.000000","2025-04-10 13:16:38.000000",kcpj788,"PRID：KTLC370
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+8618767121297
Problem Description:
1.2:9查询哪位参会者因何原因不符合有效参会
2.CC250214246368
3.转单到相关团队
#ID：01ES0K58J4BTBAEUJJAKF75AES000S8M"
SCTASK0925000,"Veeva Vault-access-Assistance Required for Veeva Access","2025-04-10 12:36:37.000000","2025-04-10 13:51:31.000000",ktgq755,"I am reaching out regarding my access to Veeva Vault. I need to perform approvals for promotional materials, but I am currently not registered as a marketing member (please see the attached screenshot for reference)."
INC2047571,【Win11】（交換）PCの画面上にファンエラーが表示されて、電源ボタンを押して起動しようとしたらビビッて音が鳴っています。,"2025-04-10 12:36:36.000000","2025-04-10 12:42:18.000000",kscz006,"#ID:01ES0K58J4BTBAEUJJAKF75AES000S8B



【詳細】
PCの画面上にファンエラーが表示されて、電源ボタンを押して起動しようとしたらビビッて音が鳴っています。

【対応】
AppSupport-Japan-Local-AssetMgmt　へエスカレーション

PCソフトリセットを案内しましたが、改善されませんでした。
PC交換のご対応をお願いいたします。


・社員番号 ：038615
・PrID ：kcdm601
・氏名 ：平岡 幸江
・所属 ：R&I INH 北海道・東北・関越 北
・連絡先：Yukie.Hiraoka@astrazeneca.com

【送付先】
郵便番号：064−0922
ご住所：北海道札幌市中央区南22条西7丁目1−10ー1202
お名前：平岡幸江
お電話番号：0801−3815−1844
PC名：AZAPXLPF43PPD9
"
SCTASK0924998,"NCEP Event-Tencent-没有录制到客户露脸","2025-04-10 12:36:16.000000","2025-04-10 13:16:44.000000",kcnh348,"PRID：KGGX294
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+8618921168556 
Problem Description:
1.没有录制到客户露脸，用户反馈腾讯会议的云录制都是默认打钩的，咨询如何处理
2.EC250409380609 腾讯会议显示的客户名字是 向博妮
3.转单相关团队处理
#ID：01ES0K58J4BTBAEUJJAKF75AES000S8J"
SCTASK0924992,"Ncep Event-AI Coach-咨询评分机制","2025-04-10 12:34:14.000000","2025-04-10 12:34:14.000000",kcpj788,"PRID：KSHF267
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+8618591707329
Problem Description:
1.会议分两段完成录制，咨询是否可以满足AI评分要求
2.EI250409380471
3.转单到相关团队
#ID：01ES0K58J4BTBAEUJJAKF75AES000S65"
INC2047564,【リプレース】PC交換した後、ホームページのアクセスができません,"2025-04-10 12:33:51.000000","2025-04-10 13:05:28.000000",kfvt683,"#ID:01ES0K58J4BTBAEUJJAKF75AES000RLE

【詳細】
PC交換した後、ホームページのアクセスができません

【対応】
セットアップ完了したばかり
設置配信はまだ完了していないため、暫く起動の状態で維持して、PCを再起動して改善できるか確認中"
SCTASK0924989,"Ncep Event-ContentHub-需要更换材料","2025-04-10 12:32:47.000000","2025-04-10 12:33:17.000000",kpzc084,"PRID:KRZJ593
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86
Problem Description:
1. 咨询需要更换材料如何操作
2. 
3.
Troubleshooting Steps:
1.报备飞检，点击选择其他材料播放就可以了
2.
3.用户认可，同意关单
#ID：01ES0K58J4BTBAEUJJAKF75AES000S8I"
SCTASK0924988,"Ncep Event-CrossHCO-录屏不全","2025-04-10 12:32:34.000000","2025-04-10 13:16:56.000000",kqmk961,"PRID: KZBB252

User Current Location/用户当前位置: 
User Contact Phone NO./用户联系电话:+86 13841036934
Problem Description:
1. 用户表示会议的录屏显示不全，咨询原因
用户表示之前都是正常的
会议号：EC250409380807

2. 辛苦同事查看一下
3.转单"
SCTASK0924981,"Ncep Event-Business Rule-分段演讲","2025-04-10 12:32:10.000000","2025-04-10 12:36:24.000000",kcpj788,"PRID:KBZG747
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:
Problem Description:
第一位讲者演讲十几分钟后出急诊，第二位讲者演讲结束后第一位讲者是否可以继续演讲
Troubleshooting Steps:
1.建议再次演讲满足30分钟
2.
3.用户认可，同意关单
#ID：01ES0K58J4BTBAEUJJAKF75AES000S8D"
INC2047548,NCEP-CRM-Call-eda播放材料无法定位,"2025-04-10 12:28:47.000000","2025-04-10 12:30:43.000000",kpgl336,"PRID:KBPL460
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 13892246120

Problem Description:
用户表示EDA播放材料无法定位，一直转圈
#ID：01ES0K58J4BTBAEUJJAKF75AES000S4I
"
SCTASK0924974,"Ncep Event-AI Coach-ai自讲无分数","2025-04-10 12:28:47.000000","2025-04-10 12:29:19.000000",kkwk546,"PRID:kfbt641
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86 15826763910
 
Problem Description:
1.ai自讲无分数
2.会议编码：EC250408374793
课件编码：134985
3.转单相关团队处理
#ID：01ES0K58J4BTBAEUJJAKF75AES000S7L"
SCTASK0924973,"Win 11-Setting-如何更新电脑","2025-04-10 12:28:44.000000","2025-04-10 12:30:50.000000",kmnk836,"PRID:KRNJ573

User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:
Problem Description:
1.同事咨询勾选8小时后重启更新可以更改吗
2.
3."
SCTASK0924971,【AdobeSign】対面電子署名依頼作成時、マニュアルにある「プレビュー」項目がでてこない,"2025-04-10 12:28:16.000000","2025-04-10 12:30:26.000000",kxhr785,"【詳細】
対面電子署名依頼作成時、マニュアル27,28ページにある「プレビュー」項目がでてこない
マニュアル:
https://az.app.box.com/s/mnw7sdj7lrsshon7mntu4hs17o7g6su8

【対応】
ESC to AppSupport-Adobe-Sign-L2-JP
ユーザ情報：
PRID：kjmk839
氏名：片岡 秀
連絡先：Shuu.Kataoka@astrazeneca.com"
SCTASK0924970,"Ncep Speaker-Create New-被拒绝无法重新提交","2025-04-10 12:28:06.000000","2025-04-10 13:17:06.000000",kcnh348,"PRID：KXZF901
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+8615153975425 
Problem Description:
1.新增讲者被拒绝无法重新提交显示已有正在审批的流程无法重复提交 
2.SDJN041H0092T 
3.转单相关团队处理
#ID：01ES0K58J4BTBAEUJJAKF75AES000S89"
INC2047545,"Ncep Event-ContentHub-材料页码乱跳","2025-04-10 12:27:55.000000","2025-04-10 13:17:19.000000",kjmw056,"PRID:kkcl851
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+8618146629535
 
Problem Description:
1.CN-155574材料老是自动翻页，后面直接乱跳了，无法控制，26直接跳到16，27跳17       
2.会议编号：CI250408376779-       
3.
#ID："
INC2047543,ICAN-Logon-登录失败,"2025-04-10 12:27:31.000000","2025-04-10 12:28:21.000000",kvbb326,"PRID:KHFH412
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:15915960923
Problem Description:
1.iPad无法登录飞检。
2.
3.

PRID:
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:
Troubleshooting Steps:
1.指导用户查看VPN选项，重新登录问题解决。
2.
3.用户认可，同意关单
#ID:01ES0K58J4BTBAEUJJAKF75AES000S85
"
SCTASK0924967,"Ncep Speaker-Special Process-咨询如何进行转院呢？","2025-04-10 12:26:41.000000","2025-04-10 12:27:12.000000",kpzc084,"PRID:KCVT410
User Current Location/用户当前位置:
User Contact Phone NO./用户联系电话:+86
Problem Description:
1. 咨询如何进行转院呢？
2. 
3.
Troubleshooting Steps:
1.我的客户右上角点击客户转院然后提交申请就可以了
2.
3.用户认可，同意关单
#ID：01ES0K58J4BTBAEUJJAKF75AES000S83"
